,id,start,stop,member_id,room_id,cost
42,425,2018-05-11 05:01:18.462109,2018-05-11 06:01:18.462109,76,9,130.0
43,426,2018-05-11 06:01:18.462109,2018-05-11 08:01:18.462109,81,7,200.0
44,427,2018-05-11 08:01:18.462109,2018-05-11 09:01:18.462109,31,10,199.0
45,428,2018-05-11 09:01:18.462109,2018-05-11 10:01:18.462109,1,7,100.0
46,429,2018-05-11 10:01:18.462109,2018-05-11 12:01:18.462109,59,8,340.0
47,430,2018-05-11 10:01:18.462109,2018-05-11 13:01:18.462109,95,9,390.0
48,431,2018-05-11 12:01:18.462109,2018-05-11 13:01:18.462109,73,6,105.0
49,432,2018-05-11 13:01:18.462109,2018-05-11 14:01:18.462109,51,6,105.0
50,433,2018-05-11 19:01:18.462109,2018-05-11 21:01:18.462109,93,9,260.0
51,434,2018-05-11 19:01:18.462109,2018-05-11 21:01:18.462109,28,10,398.0
52,435,2018-05-11 20:01:18.462109,2018-05-11 21:01:18.462109,31,8,170.0
53,436,2018-05-11 22:01:18.462109,2018-05-12 00:01:18.462109,32,6,210.0
54,437,2018-05-11 22:01:18.462109,2018-05-12 03:01:18.462109,42,9,650.0
55,438,2018-05-11 22:01:18.462109,2018-05-11 23:01:18.462109,60,10,199.0
56,439,2018-05-11 23:01:18.462109,2018-05-12 04:01:18.462109,83,7,500.0
57,440,2018-05-12 00:01:18.462109,2018-05-12 01:01:18.462109,89,6,105.0
58,441,2018-05-12 01:01:18.462109,2018-05-12 02:01:18.462109,78,10,199.0
59,442,2018-05-12 04:01:18.462109,2018-05-12 05:01:18.462109,17,6,105.0
60,443,2018-05-12 04:01:18.462109,2018-05-12 07:01:18.462109,82,9,390.0
61,444,2018-05-12 06:01:18.462109,2018-05-12 07:01:18.462109,94,6,105.0
62,445,2018-05-12 07:01:18.462109,2018-05-12 10:01:18.462109,73,6,315.0
63,446,2018-05-12 08:01:18.462109,2018-05-12 09:01:18.462109,75,9,130.0
64,447,2018-05-12 10:01:18.462109,2018-05-12 11:01:18.462109,9,6,105.0
65,448,2018-05-12 10:01:18.462109,2018-05-12 11:01:18.462109,72,7,100.0
66,449,2018-05-12 11:01:18.462109,2018-05-12 13:01:18.462109,4,8,340.0
67,450,2018-05-12 12:01:18.462109,2018-05-12 13:01:18.462109,68,6,105.0
68,451,2018-05-12 12:01:18.462109,2018-05-12 13:01:18.462109,85,10,199.0
69,452,2018-05-12 14:01:18.462109,2018-05-12 16:01:18.462109,36,8,340.0
70,453,2018-05-12 14:01:18.462109,2018-05-12 15:01:18.462109,93,10,199.0
71,454,2018-05-12 15:01:18.462109,2018-05-12 17:01:18.462109,9,7,200.0
72,455,2018-05-12 16:01:18.462109,2018-05-12 18:01:18.462109,79,8,340.0
73,456,2018-05-12 17:01:18.462109,2018-05-12 18:01:18.462109,11,6,105.0
74,457,2018-05-12 17:01:18.462109,2018-05-12 19:01:18.462109,86,7,200.0
75,458,2018-05-12 18:01:18.462109,2018-05-12 19:01:18.462109,46,10,199.0
76,459,2018-05-12 19:01:18.462109,2018-05-12 20:01:18.462109,56,8,170.0
77,460,2018-05-12 20:01:18.462109,2018-05-13 00:01:18.462109,67,7,400.0
78,461,2018-05-12 20:01:18.462109,2018-05-12 23:01:18.462109,39,9,390.0
79,462,2018-05-12 20:01:18.462109,2018-05-12 21:01:18.462109,28,10,199.0
80,463,2018-05-13 00:01:18.462109,2018-05-13 01:01:18.462109,88,9,130.0
81,464,2018-05-13 01:01:18.462109,2018-05-13 03:01:18.462109,77,6,210.0
82,465,2018-05-13 02:01:18.462109,2018-05-13 04:01:18.462109,2,10,398.0
83,466,2018-05-13 03:01:18.462109,2018-05-13 06:01:18.462109,97,7,300.0
84,467,2018-05-13 03:01:18.462109,2018-05-13 05:01:18.462109,100,8,340.0
85,468,2018-05-13 06:01:18.462109,2018-05-13 07:01:18.462109,33,9,130.0
86,469,2018-05-13 08:01:18.462109,2018-05-13 09:01:18.462109,6,6,105.0
87,470,2018-05-13 08:01:18.462109,2018-05-13 09:01:18.462109,7,9,130.0
88,471,2018-05-13 09:01:18.462109,2018-05-13 10:01:18.462109,13,8,170.0
89,472,2018-05-13 10:01:18.462109,2018-05-13 14:01:18.462109,63,10,796.0
90,473,2018-05-13 12:01:18.462109,2018-05-13 18:01:18.462109,41,8,1020.0
91,474,2018-05-13 12:01:18.462109,2018-05-13 13:01:18.462109,38,9,130.0
92,475,2018-05-13 13:01:18.462109,2018-05-13 14:01:18.462109,22,9,130.0
93,476,2018-05-13 15:01:18.462109,2018-05-13 17:01:18.462109,30,9,260.0
94,477,2018-05-13 16:01:18.462109,2018-05-13 18:01:18.462109,85,7,200.0
95,478,2018-05-13 18:01:18.462109,2018-05-13 19:01:18.462109,77,8,170.0
96,479,2018-05-13 20:01:18.462109,2018-05-14 05:01:18.462109,28,9,1170.0
97,480,2018-05-13 21:01:18.462109,2018-05-13 22:01:18.462109,56,8,170.0
98,481,2018-05-13 22:01:18.462109,2018-05-14 02:01:18.462109,24,8,680.0
99,482,2018-05-14 00:01:18.462109,2018-05-14 02:01:18.462109,34,6,210.0
100,483,2018-05-14 00:01:18.462109,2018-05-14 02:01:18.462109,53,10,398.0
101,484,2018-05-14 01:01:18.462109,2018-05-14 04:01:18.462109,6,7,300.0
102,485,2018-05-14 02:01:18.462109,2018-05-14 04:01:18.462109,47,10,398.0
103,486,2018-05-14 03:01:18.462109,2018-05-14 07:01:18.462109,55,6,420.0
104,487,2018-05-14 04:01:18.462109,2018-05-14 09:01:18.462109,68,7,500.0
105,488,2018-05-14 08:01:18.462109,2018-05-14 10:01:18.462109,66,10,398.0
106,489,2018-05-14 09:01:18.462109,2018-05-14 11:01:18.462109,1,8,340.0
107,490,2018-05-14 10:01:18.462109,2018-05-14 12:01:18.462109,40,6,210.0
108,491,2018-05-14 11:01:18.462109,2018-05-14 13:01:18.462109,11,9,260.0
109,492,2018-05-14 11:01:18.462109,2018-05-14 12:01:18.462109,2,10,199.0
110,493,2018-05-14 12:01:18.462109,2018-05-14 13:01:18.462109,77,6,105.0
111,494,2018-05-14 12:01:18.462109,2018-05-14 15:01:18.462109,4,10,597.0
112,495,2018-05-14 13:01:18.462109,2018-05-14 19:01:18.462109,57,7,600.0
113,496,2018-05-14 13:01:18.462109,2018-05-14 14:01:18.462109,13,8,170.0
114,497,2018-05-14 13:01:18.462109,2018-05-14 14:01:18.462109,12,9,130.0
115,498,2018-05-14 14:01:18.462109,2018-05-14 16:01:18.462109,68,6,210.0
116,499,2018-05-14 14:01:18.462109,2018-05-14 16:01:18.462109,53,9,260.0
117,500,2018-05-14 16:01:18.462109,2018-05-14 17:01:18.462109,100,8,170.0
118,501,2018-05-14 16:01:18.462109,2018-05-14 17:01:18.462109,10,9,130.0
119,502,2018-05-14 17:01:18.462109,2018-05-14 18:01:18.462109,22,6,105.0
120,503,2018-05-14 20:01:18.462109,2018-05-14 22:01:18.462109,14,7,200.0
121,504,2018-05-14 20:01:18.462109,2018-05-14 22:01:18.462109,59,8,340.0
122,505,2018-05-14 21:01:18.462109,2018-05-14 22:01:18.462109,31,9,130.0
123,506,2018-05-14 22:01:18.462109,2018-05-15 00:01:18.462109,68,9,260.0
124,507,2018-05-14 23:01:18.462109,2018-05-15 01:01:18.462109,78,8,340.0
125,508,2018-05-15 01:01:18.462109,2018-05-15 04:01:18.462109,43,7,300.0
126,509,2018-05-15 02:01:18.462109,2018-05-15 04:01:18.462109,42,8,340.0
127,510,2018-05-15 03:01:18.462109,2018-05-15 04:01:18.462109,35,6,105.0
128,511,2018-05-15 03:01:18.462109,2018-05-15 05:01:18.462109,66,9,260.0
129,512,2018-05-15 04:01:18.462109,2018-05-15 05:01:18.462109,78,6,105.0
130,513,2018-05-15 04:01:18.462109,2018-05-15 06:01:18.462109,79,7,200.0
131,514,2018-05-15 06:01:18.462109,2018-05-15 08:01:18.462109,20,6,210.0
132,515,2018-05-15 06:01:18.462109,2018-05-15 07:01:18.462109,84,7,100.0
133,516,2018-05-15 06:01:18.462109,2018-05-15 11:01:18.462109,66,8,850.0
134,517,2018-05-15 06:01:18.462109,2018-05-15 07:01:18.462109,87,9,130.0
135,518,2018-05-15 07:01:18.462109,2018-05-15 08:01:18.462109,77,7,100.0
136,519,2018-05-15 07:01:18.462109,2018-05-15 12:01:18.462109,85,9,650.0
137,520,2018-05-15 08:01:18.462109,2018-05-15 11:01:18.462109,53,6,315.0
138,521,2018-05-15 08:01:18.462109,2018-05-15 10:01:18.462109,19,10,398.0
139,522,2018-05-15 10:01:18.462109,2018-05-15 11:01:18.462109,7,10,199.0
140,523,2018-05-15 11:01:18.462109,2018-05-15 13:01:18.462109,54,6,210.0
141,524,2018-05-15 12:01:18.462109,2018-05-15 14:01:18.462109,26,8,340.0
142,525,2018-05-15 14:01:18.462109,2018-05-15 18:01:18.462109,15,7,400.0
143,526,2018-05-15 14:01:18.462109,2018-05-15 15:01:18.462109,99,9,130.0
144,527,2018-05-15 14:01:18.462109,2018-05-15 18:01:18.462109,10,10,796.0
145,528,2018-05-15 15:01:18.462109,2018-05-15 16:01:18.462109,51,6,105.0
146,529,2018-05-15 16:01:18.462109,2018-05-15 18:01:18.462109,80,8,340.0
147,530,2018-05-15 16:01:18.462109,2018-05-15 19:01:18.462109,66,9,390.0
148,531,2018-05-15 18:01:18.462109,2018-05-15 19:01:18.462109,18,6,105.0
149,532,2018-05-15 18:01:18.462109,2018-05-15 19:01:18.462109,95,7,100.0
150,533,2018-05-15 19:01:18.462109,2018-05-15 20:01:18.462109,75,7,100.0
151,534,2018-05-15 20:01:18.462109,2018-05-15 21:01:18.462109,47,7,100.0
152,535,2018-05-15 21:01:18.462109,2018-05-15 22:01:18.462109,35,8,170.0
153,536,2018-05-15 22:01:18.462109,2018-05-16 00:01:18.462109,70,9,260.0
154,537,2018-05-15 22:01:18.462109,2018-05-16 00:01:18.462109,49,10,398.0
155,538,2018-05-16 00:01:18.462109,2018-05-16 02:01:18.462109,14,8,340.0
156,539,2018-05-16 02:01:18.462109,2018-05-16 07:01:18.462109,56,6,525.0
157,540,2018-05-16 02:01:18.462109,2018-05-16 04:01:18.462109,93,9,260.0
158,541,2018-05-16 02:01:18.462109,2018-05-16 06:01:18.462109,100,10,796.0
159,542,2018-05-16 04:01:18.462109,2018-05-16 05:01:18.462109,57,8,170.0
160,543,2018-05-16 05:01:18.462109,2018-05-16 09:01:18.462109,77,8,680.0
161,544,2018-05-16 05:01:18.462109,2018-05-16 06:01:18.462109,10,9,130.0
162,545,2018-05-16 06:01:18.462109,2018-05-16 07:01:18.462109,22,10,199.0
163,546,2018-05-16 08:01:18.462109,2018-05-16 09:01:18.462109,52,6,105.0
164,547,2018-05-16 09:01:18.462109,2018-05-16 12:01:18.462109,59,6,315.0
165,548,2018-05-16 09:01:18.462109,2018-05-16 11:01:18.462109,37,8,340.0
166,549,2018-05-16 12:01:18.462109,2018-05-16 13:01:18.462109,41,6,105.0
167,550,2018-05-16 12:01:18.462109,2018-05-16 16:01:18.462109,84,7,400.0
168,551,2018-05-16 12:01:18.462109,2018-05-16 15:01:18.462109,66,8,510.0
169,552,2018-05-16 14:01:18.462109,2018-05-16 19:01:18.462109,17,6,525.0
170,553,2018-05-16 14:01:18.462109,2018-05-16 20:01:18.462109,77,9,780.0
171,554,2018-05-16 14:01:18.462109,2018-05-16 18:01:18.462109,81,10,796.0
172,555,2018-05-16 16:01:18.462109,2018-05-16 20:01:18.462109,96,8,680.0
173,556,2018-05-16 19:01:18.462109,2018-05-16 20:01:18.462109,92,6,105.0
174,557,2018-05-16 20:01:18.462109,2018-05-16 23:01:18.462109,21,6,315.0
175,558,2018-05-17 00:01:18.462109,2018-05-17 01:01:18.462109,34,6,105.0
176,559,2018-05-17 01:01:18.462109,2018-05-17 05:01:18.462109,58,9,520.0
177,560,2018-05-17 02:01:18.462109,2018-05-17 05:01:18.462109,54,7,300.0
178,561,2018-05-17 02:01:18.462109,2018-05-17 03:01:18.462109,93,8,170.0
179,562,2018-05-17 03:01:18.462109,2018-05-17 04:01:18.462109,65,6,105.0
180,563,2018-05-17 04:01:18.462109,2018-05-17 05:01:18.462109,14,10,199.0
181,564,2018-05-17 05:01:18.462109,2018-05-17 07:01:18.462109,100,7,200.0
182,565,2018-05-17 05:01:18.462109,2018-05-17 09:01:18.462109,51,8,680.0
183,566,2018-05-17 10:01:18.462109,2018-05-17 11:01:18.462109,9,7,100.0
184,567,2018-05-17 10:01:18.462109,2018-05-17 13:01:18.462109,94,8,510.0
185,568,2018-05-17 10:01:18.462109,2018-05-17 11:01:18.462109,98,10,199.0
186,569,2018-05-17 14:01:18.462109,2018-05-17 15:01:18.462109,43,10,199.0
187,570,2018-05-17 15:01:18.462109,2018-05-17 16:01:18.462109,64,8,170.0
188,571,2018-05-17 17:01:18.462109,2018-05-17 18:01:18.462109,6,6,105.0
189,572,2018-05-17 18:01:18.462109,2018-05-17 19:01:18.462109,6,6,105.0
190,573,2018-05-17 20:01:18.462109,2018-05-17 21:01:18.462109,54,9,130.0
191,574,2018-05-17 23:01:18.462109,2018-05-18 00:01:18.462109,50,6,105.0
192,575,2018-05-17 23:01:18.462109,2018-05-18 00:01:18.462109,82,9,130.0
193,576,2018-05-18 00:01:18.462109,2018-05-18 01:01:18.462109,79,7,100.0
194,577,2018-05-18 00:01:18.462109,2018-05-18 02:01:18.462109,44,9,260.0
195,578,2018-05-18 01:01:18.462109,2018-05-18 02:01:18.462109,63,10,199.0
196,579,2018-05-18 02:01:18.462109,2018-05-18 04:01:18.462109,6,10,398.0
197,580,2018-05-18 03:01:18.462109,2018-05-18 04:01:18.462109,26,8,170.0
198,581,2018-05-18 04:01:18.462109,2018-05-18 05:01:18.462109,35,9,130.0
199,582,2018-05-18 05:01:18.462109,2018-05-18 06:01:18.462109,36,8,170.0
200,583,2018-05-18 08:01:18.462109,2018-05-18 10:01:18.462109,1,9,260.0
201,584,2018-05-18 09:01:18.462109,2018-05-18 12:01:18.462109,91,6,315.0
202,585,2018-05-18 10:01:18.462109,2018-05-18 11:01:18.462109,20,8,170.0
203,586,2018-05-18 10:01:18.462109,2018-05-18 12:01:18.462109,27,9,260.0
204,587,2018-05-18 10:01:18.462109,2018-05-18 12:01:18.462109,37,10,398.0
205,588,2018-05-18 12:01:18.462109,2018-05-18 13:01:18.462109,57,8,170.0
206,589,2018-05-18 12:01:18.462109,2018-05-18 17:01:18.462109,87,9,650.0
207,590,2018-05-18 14:01:18.462109,2018-05-18 15:01:18.462109,1,8,170.0
208,591,2018-05-18 14:01:18.462109,2018-05-18 16:01:18.462109,46,10,398.0
209,592,2018-05-18 15:01:18.462109,2018-05-18 17:01:18.462109,67,7,200.0
210,593,2018-05-18 15:01:18.462109,2018-05-18 16:01:18.462109,92,8,170.0
211,594,2018-05-18 16:01:18.462109,2018-05-18 18:01:18.462109,14,6,210.0
212,595,2018-05-18 18:01:18.462109,2018-05-18 21:01:18.462109,18,8,510.0
213,596,2018-05-18 19:01:18.462109,2018-05-18 21:01:18.462109,58,7,200.0
214,597,2018-05-18 19:01:18.462109,2018-05-18 23:01:18.462109,81,9,520.0
215,598,2018-05-18 19:01:18.462109,2018-05-18 20:01:18.462109,93,10,199.0
216,599,2018-05-18 20:01:18.462109,2018-05-18 21:01:18.462109,27,10,199.0
217,600,2018-05-18 22:01:18.462109,2018-05-19 00:01:18.462109,89,10,398.0
218,601,2018-05-18 23:01:18.462109,2018-05-19 01:01:18.462109,7,6,210.0
219,602,2018-05-18 23:01:18.462109,2018-05-19 01:01:18.462109,31,8,340.0
220,603,2018-05-19 00:01:18.462109,2018-05-19 04:01:18.462109,70,7,400.0
221,604,2018-05-19 00:01:18.462109,2018-05-19 02:01:18.462109,73,10,398.0
222,605,2018-05-19 02:01:18.462109,2018-05-19 03:01:18.462109,51,8,170.0
223,606,2018-05-19 03:01:18.462109,2018-05-19 05:01:18.462109,22,9,260.0
224,607,2018-05-19 03:01:18.462109,2018-05-19 07:01:18.462109,89,10,796.0
225,608,2018-05-19 04:01:18.462109,2018-05-19 05:01:18.462109,33,6,105.0
226,609,2018-05-19 04:01:18.462109,2018-05-19 07:01:18.462109,59,8,510.0
227,610,2018-05-19 06:01:18.462109,2018-05-19 07:01:18.462109,88,7,100.0
228,611,2018-05-19 07:01:18.462109,2018-05-19 08:01:18.462109,6,8,170.0
229,612,2018-05-19 07:01:18.462109,2018-05-19 12:01:18.462109,89,10,995.0
230,613,2018-05-19 08:01:18.462109,2018-05-19 12:01:18.462109,96,7,400.0
231,614,2018-05-19 09:01:18.462109,2018-05-19 10:01:18.462109,92,6,105.0
232,615,2018-05-19 10:01:18.462109,2018-05-19 11:01:18.462109,29,6,105.0
233,616,2018-05-19 11:01:18.462109,2018-05-19 12:01:18.462109,53,6,105.0
234,617,2018-05-19 11:01:18.462109,2018-05-19 19:01:18.462109,78,8,1360.0
235,618,2018-05-19 12:01:18.462109,2018-05-19 17:01:18.462109,3,9,650.0
236,619,2018-05-19 13:01:18.462109,2018-05-19 16:01:18.462109,61,7,300.0
237,620,2018-05-19 15:01:18.462109,2018-05-19 16:01:18.462109,19,10,199.0
238,621,2018-05-19 16:01:18.462109,2018-05-19 18:01:18.462109,16,10,398.0
239,622,2018-05-19 18:01:18.462109,2018-05-19 19:01:18.462109,27,6,105.0
240,623,2018-05-19 18:01:18.462109,2018-05-19 19:01:18.462109,79,9,130.0
241,624,2018-05-19 20:01:18.462109,2018-05-20 04:01:18.462109,45,8,1360.0
242,625,2018-05-19 20:01:18.462109,2018-05-19 22:01:18.462109,22,10,398.0
243,626,2018-05-20 00:01:18.462109,2018-05-20 01:01:18.462109,52,7,100.0
244,627,2018-05-20 01:01:18.462109,2018-05-20 02:01:18.462109,51,6,105.0
245,628,2018-05-20 02:01:18.462109,2018-05-20 03:01:18.462109,34,6,105.0
246,629,2018-05-20 02:01:18.462109,2018-05-20 03:01:18.462109,46,7,100.0
247,630,2018-05-20 02:01:18.462109,2018-05-20 03:01:18.462109,52,9,130.0
248,631,2018-05-20 02:01:18.462109,2018-05-20 03:01:18.462109,87,10,199.0
249,632,2018-05-20 04:01:18.462109,2018-05-20 05:01:18.462109,28,10,199.0
250,633,2018-05-20 05:01:18.462109,2018-05-20 06:01:18.462109,30,8,170.0
251,634,2018-05-20 06:01:18.462109,2018-05-20 11:01:18.462109,97,6,525.0
252,635,2018-05-20 07:01:18.462109,2018-05-20 12:01:18.462109,38,7,500.0
253,636,2018-05-20 07:01:18.462109,2018-05-20 08:01:18.462109,7,9,130.0
254,637,2018-05-20 08:01:18.462109,2018-05-20 09:01:18.462109,86,8,170.0
255,638,2018-05-20 08:01:18.462109,2018-05-20 09:01:18.462109,40,9,130.0
256,639,2018-05-20 09:01:18.462109,2018-05-20 11:01:18.462109,24,9,260.0
257,640,2018-05-20 10:01:18.462109,2018-05-20 12:01:18.462109,9,8,340.0
258,641,2018-05-20 12:01:18.462109,2018-05-20 13:01:18.462109,44,6,105.0
259,642,2018-05-20 13:01:18.462109,2018-05-20 14:01:18.462109,90,6,105.0
260,643,2018-05-20 13:01:18.462109,2018-05-20 17:01:18.462109,45,8,680.0
261,644,2018-05-20 13:01:18.462109,2018-05-20 16:01:18.462109,46,10,597.0
262,645,2018-05-20 16:01:18.462109,2018-05-20 19:01:18.462109,23,7,300.0
263,646,2018-05-20 16:01:18.462109,2018-05-20 18:01:18.462109,72,10,398.0
264,647,2018-05-20 18:01:18.462109,2018-05-20 19:01:18.462109,8,6,105.0
265,648,2018-05-20 20:01:18.462109,2018-05-20 22:01:18.462109,8,6,210.0
266,649,2018-05-20 20:01:18.462109,2018-05-20 22:01:18.462109,5,8,340.0
267,650,2018-05-20 21:01:18.462109,2018-05-20 23:01:18.462109,33,10,398.0
268,651,2018-05-20 22:01:18.462109,2018-05-21 01:01:18.462109,19,8,510.0
269,652,2018-05-20 23:01:18.462109,2018-05-21 01:01:18.462109,75,7,200.0
270,653,2018-05-21 00:01:18.462109,2018-05-21 01:01:18.462109,41,9,130.0
271,654,2018-05-21 01:01:18.462109,2018-05-21 05:01:18.462109,36,8,680.0
272,655,2018-05-21 04:01:18.462109,2018-05-21 05:01:18.462109,99,6,105.0
273,656,2018-05-21 04:01:18.462109,2018-05-21 05:01:18.462109,8,7,100.0
274,657,2018-05-21 05:01:18.462109,2018-05-21 09:01:18.462109,14,6,420.0
275,658,2018-05-21 05:01:18.462109,2018-05-21 06:01:18.462109,78,7,100.0
276,659,2018-05-21 05:01:18.462109,2018-05-21 06:01:18.462109,50,9,130.0
277,660,2018-05-21 06:01:18.462109,2018-05-21 08:01:18.462109,87,8,340.0
278,661,2018-05-21 06:01:18.462109,2018-05-21 10:01:18.462109,70,9,520.0
279,662,2018-05-21 11:01:18.462109,2018-05-21 17:01:18.462109,74,7,600.0
280,663,2018-05-21 12:01:18.462109,2018-05-21 13:01:18.462109,23,6,105.0
281,664,2018-05-21 12:01:18.462109,2018-05-21 14:01:18.462109,61,8,340.0
282,665,2018-05-21 12:01:18.462109,2018-05-21 13:01:18.462109,31,9,130.0
283,666,2018-05-21 13:01:18.462109,2018-05-21 14:01:18.462109,23,9,130.0
284,667,2018-05-21 13:01:18.462109,2018-05-21 14:01:18.462109,98,10,199.0
285,668,2018-05-21 15:01:18.462109,2018-05-21 17:01:18.462109,71,9,260.0
286,669,2018-05-21 16:01:18.462109,2018-05-21 17:01:18.462109,12,10,199.0
287,670,2018-05-21 17:01:18.462109,2018-05-21 19:01:18.462109,16,6,210.0
288,671,2018-05-21 19:01:18.462109,2018-05-21 20:01:18.462109,80,9,130.0
289,672,2018-05-21 20:01:18.462109,2018-05-21 21:01:18.462109,91,8,170.0
290,673,2018-05-21 21:01:18.462109,2018-05-21 22:01:18.462109,84,7,100.0
291,674,2018-05-21 22:01:18.462109,2018-05-22 05:01:18.462109,4,6,735.0
292,675,2018-05-21 22:01:18.462109,2018-05-21 23:01:18.462109,8,7,100.0
293,676,2018-05-21 22:01:18.462109,2018-05-22 01:01:18.462109,4,10,597.0
294,677,2018-05-22 00:01:18.462109,2018-05-22 02:01:18.462109,54,9,260.0
295,678,2018-05-22 01:01:18.462109,2018-05-22 02:01:18.462109,53,7,100.0
296,679,2018-05-22 02:01:18.462109,2018-05-22 05:01:18.462109,55,9,390.0
297,680,2018-05-22 03:01:18.462109,2018-05-22 04:01:18.462109,93,8,170.0
298,681,2018-05-22 04:01:18.462109,2018-05-22 05:01:18.462109,70,7,100.0
299,682,2018-05-22 04:01:18.462109,2018-05-22 06:01:18.462109,87,10,398.0
300,683,2018-05-22 05:01:18.462109,2018-05-22 08:01:18.462109,73,6,315.0
301,684,2018-05-22 05:01:18.462109,2018-05-22 06:01:18.462109,16,9,130.0
302,685,2018-05-22 07:01:18.462109,2018-05-22 08:01:18.462109,5,7,100.0
303,686,2018-05-22 07:01:18.462109,2018-05-22 12:01:18.462109,21,10,995.0
304,687,2018-05-22 08:01:18.462109,2018-05-22 09:01:18.462109,22,8,170.0
305,688,2018-05-22 10:01:18.462109,2018-05-22 11:01:18.462109,99,7,100.0
306,689,2018-05-22 10:01:18.462109,2018-05-22 12:01:18.462109,78,9,260.0
307,690,2018-05-22 11:01:18.462109,2018-05-22 12:01:18.462109,8,7,100.0
308,691,2018-05-22 12:01:18.462109,2018-05-22 13:01:18.462109,73,7,100.0
309,692,2018-05-22 14:01:18.462109,2018-05-22 17:01:18.462109,85,9,390.0
310,693,2018-05-22 15:01:18.462109,2018-05-22 16:01:18.462109,30,6,105.0
311,694,2018-05-22 16:01:18.462109,2018-05-22 17:01:18.462109,69,6,105.0
312,695,2018-05-22 16:01:18.462109,2018-05-22 17:01:18.462109,37,7,100.0
313,696,2018-05-22 17:01:18.462109,2018-05-22 18:01:18.462109,41,9,130.0
314,697,2018-05-22 18:01:18.462109,2018-05-22 19:01:18.462109,31,6,105.0
315,698,2018-05-22 18:01:18.462109,2018-05-22 19:01:18.462109,11,9,130.0
316,699,2018-05-22 18:01:18.462109,2018-05-22 21:01:18.462109,82,10,597.0
